language,steady_energy_per_token_J,steady_energy_J,steady_state_duration,total_output_tokens,total_input_tokens,completed,duration,whole_gpu_energy_J
heb_Hebr,0.3779977686338692,45569.14299988747,152.94752287864685,153746,699303,900,227.3460237979889,66999.29800009727
hin_Deva,0.6042215569580472,99503.20599985123,333.5527391433716,328459,1903807,900,675.6205778121948,200824.55100011826
hrv_Latn,0.4225572133849978,50070.91700005531,167.940354347229,147215,826732,900,228.72331023216248,67788.6859998703
hun_Latn,0.4895757112182854,48323.081000089645,161.9090132713318,160356,963545,900,271.8743734359741,80618.39299988747
hye_Armn,0.6469523907815032,162984.12800002098,547.3817665576935,507984,2234765,900,1203.5734028816223,354911.65400004387
ibo_Latn,0.4653595553861282,69372.5450000763,232.38622069358826,252679,1113923,900,457.71282744407654,134939.86199998856
ilo_Latn,0.44678831533940905,51482.52399992943,172.435537815094,230327,831694,900,1404.1086430549622,387975.98600006104
ind_Latn,0.3924765803486028,42088.796000003815,141.22544598579407,135205,741405,900,198.3039243221283,58762.486999988556
isl_Latn,0.4966641511556736,44555.741000175476,149.21425914764404,147355,931928,900,244.7603075504303,72605.17599987984
ita_Latn,0.37756091820057697,33685.23000001907,113.06182837486267,112749,742927,900,160.2738025188446,47387.18799996376
jav_Latn,0.38471983757163203,42349.575000047684,142.1346001625061,139052,829436,900,198.10978198051453,58676.514999866486
jpn_Jpan,0.3750273546001685,39018.22099995613,131.06481051445007,130284,755050,900,206.16578435897827,60607.72099995613
kac_Latn,0.5467908338282167,222840.23000001907,749.5420763492584,1017418,1044016,900,4732.591532945633,1347444.7969999313
kan_Knda,0.795559105731341,237137.0759999752,795.8873703479767,617591,3109655,900,1719.096206665039,509964.98200011253
kat_Geor,0.6759317441496618,116824.66300010681,391.7008125782013,349020,2344949,900,820.9193015098572,243895.32399988174
kaz_Cyrl,0.5212778837029112,67529.98600006104,226.38560318946838,236272,1352729,900,422.25284147262573,125441.27699995041
kea_Latn,0.45541871936302913,30007.084000110626,100.62987327575684,84044,740981,900,154.91081380844116,45596.28999996185
khk_Cyrl,0.5044497210695865,98745.02399992943,330.99568033218384,385895,1437326,900,697.2136163711548,206603.03999996185
khm_Khmr,0.7453356156033896,140645.5759999752,472.42735981941223,422932,2709571,900,1880.1667199134827,536545.0789999962
kin_Latn,0.45938162798103516,62005.953999996185,207.68275117874146,575526,975328,900,4547.07923579216,1272572.151000023
kir_Cyrl,0.45614343627890813,99015.96799993515,331.89290952682495,420852,1122436,900,735.4441277980804,217265.3480000496
kor_Hang,0.37552370070691365,35824.21000003815,120.275319814682,123150,761739,900,174.45679235458374,51518.68799996376
lao_Laoo,0.6948112281082529,138106.93299984932,463.8679668903351,429522,2504334,900,1801.3519415855408,514766.129999876
lin_Latn,0.4089273921500635,59518.97300004959,200.8300337791443,244348,779279,900,338.4340901374817,100252.3140001297
lit_Latn,0.47199892552130995,50078.141999959946,167.70833349227905,174565,936575,900,336.93424439430237,98959.99500012398
lug_Latn,0.4122523130372662,91832.9129998684,307.8086106777191,519437,1020426,900,2410.600661277771,676280.3099999428
luo_Latn,0.37715724541780715,108588.47399997711,364.16780185699463,431674,781900,900,1615.4103782176971,452144.43000006676
lvs_Latn,0.42005725053494475,179782.82299995422,602.790776014328,788461,897310,900,1149.4102461338043,342022.7049999237
mal_Mlym,0.7147783815312716,186265.52799999714,624.3223288059235,563116,3130421,900,1440.4548170566559,426679.66500008106
mar_Deva,0.5475201509450974,106061.77100002766,355.48771023750305,371570,1863570,900,739.4311292171478,219536.08199989796
mkd_Cyrl,0.44261970467237,60339.2460000515,202.01307344436646,192465,1050619,900,1316.191962480545,374267.58899998665
mlt_Latn,0.47328492099556385,55143.84599995613,184.6835422515869,490288,1036654,900,4120.011535644531,1153061.80400002
mri_Latn,0.4812196833684235,58968.65999996662,197.47627687454224,235319,1113036,900,1394.3723142147064,386379.246999979
mya_Mymr,0.8794785306616335,349794.9960000515,1171.9040966033936,834776,3712348,900,2568.874265432358,764219.69599998
nld_Latn,0.37317338387814036,35536.55499994755,119.39061045646667,116147,705927,900,163.23819780349731,48242.074999928474
nob_Latn,0.3746336713424622,34876.14699995518,117.16961574554443,115311,756750,900,159.45781540870667,46972.082000017166
npi_Deva,0.5461007335574365,92014.6970000267,308.22265243530273,314986,1948249,900,633.3582673072815,187665.53999996185
nso_Latn,0.4558726263529609,61433.85099995136,205.70770859718323,545592,1010127,900,4357.529351234436,1228343.6540000439
nya_Latn,0.47235563415997145,37257.52300000191,124.75204658508301,223590,919997,900,1960.74689245224,551196.1510000229
ory_Orya,0.8466988306971777,249309.62399995327,836.2864966392517,663988,4243162,900,2014.045053243637,600095.4440000057
pan_Guru,0.6917545447771838,139232.89600002766,466.62688279151917,440530,3049918,900,1132.442461013794,336253.1699999571
pbt_Arab,2.0407426484780578,972691.4129999876,3380.4566090106964,1026150,1395003,900,8069.632806301117,2318522.220999956
pes_Arab,0.48677053588255637,64811.06300008297,225.01000499725342,233258,1172364,900,428.83125162124634,124643.50199997425
plt_Latn,0.43742904196882376,60160.49100005627,201.48497414588928,240059,966996,900,369.65842390060425,109901.3860000372
pol_Latn,0.40492544859237556,40687.31400001049,136.41015601158142,127251,804842,900,201.13666009902954,59577.52400004864
por_Latn,0.3321929489584659,31838.700999975204,107.19955492019653,117005,709783,900,164.42198610305786,48453.38399994373
ron_Latn,0.3957782880477775,47485.47899997234,159.42133140563965,147502,877554,900,216.43354749679565,64246.37600004673
rus_Cyrl,0.37787042509173435,42454.49799990654,142.6112072467804,138705,764489,900,194.0612919330597,57562.91100001335
shn_Mymr,2.731351463536892,4249491.233999968,14414.834177494049,2310389,4967580,654,21600.81887602806,6367696.218000054
sin_Sinh,0.659279662765366,166171.4390000105,556.8735706806183,551685,2853178,900,1347.1896805763245,400497.79400002956
slk_Latn,0.4070451498544654,52586.97699999809,176.32591009140015,165705,928768,900,289.7586622238159,85142.98299992085
slv_Latn,0.38709602173556273,45021.97699999809,151.05531454086304,168555,846607,900,1269.2347195148468,366309.3529999256
sna_Latn,0.3852266707271139,89820.22100007534,300.90189695358276,552078,960527,900,3472.841851234436,991075.3680000305
snd_Arab,0.4787747318152017,67571.39300000668,226.292724609375,541507,1322326,900,4136.520926952362,1181611.4500000477
som_Latn,0.40507906087741874,63579.18400001526,212.9762601852417,239671,994118,900,1371.461344718933,379736.6410000324
sot_Latn,0.3906364868097131,71789.61099994183,240.59612393379211,257531,949701,900,1364.6669325828552,395040.4960000515
spa_Latn,0.344923308632098,30115.59899997711,101.41271805763245,107345,686960,900,147.91848611831665,43546.02999997139
srp_Cyrl,0.46472994159935915,44165.609999895096,147.96946167945862,166181,1028019,900,274.46441102027893,81392.49300003052
ssw_Latn,0.4240938284214216,107989.13200008869,362.0078845024109,693085,930611,900,3512.288863658905,1003240.6200000048
sun_Latn,0.39805001524183264,50926.91700005531,170.90732073783875,168570,909120,900,256.4900071620941,75670.92299997807
swe_Latn,0.3435248422069255,33091.06100010872,111.28693914413452,137676,768566,900,1234.4218542575836,354505.0039999485
swh_Latn,0.39115829013630016,52067.080000042915,174.59894466400146,173295,863315,900,275.6821508407593,81415.81099998951
tam_Taml,0.6310171277660591,148619.6779999733,497.88826870918274,467595,2616526,900,1033.5719184875488,307980.2809998989
tel_Telu,0.7048561535658253,197256.8140000105,661.1967353820801,608817,3017244,900,1572.1502478122711,467491.0729999542
tgk_Cyrl,0.4510007148901638,75073.12799990177,251.4793825149536,390797,1309420,900,1749.0248925685883,500275.41500008106
tgl_Latn,0.42189373636358773,49116.02499997616,164.59773468971252,147293,939537,900,230.91578245162964,68533.97899997234
tha_Thai,0.6301150555373002,65692.0149999857,219.95569276809692,177680,2300656,900,390.8363621234894,116068.06100010872
tir_Ethi,0.5291436573013226,153515.68699991703,514.2900483608246,653074,1753596,900,2175.8224675655365,630211.6939998865
tsn_Latn,0.4591380910757043,50947.34000003338,170.53250312805176,249715,959068,900,1471.2893826961517,414189.503000021
tso_Latn,0.42348889121499084,84954.83599996567,284.81984400749207,637396,1043841,900,4271.180181026459,1221370.611000061
tur_Latn,0.3824082273668513,37741.77999997139,126.95849323272705,124731,709616,900,194.87417650222778,57357.980999946594
ukr_Cyrl,0.48011728069196796,53652.62600004673,179.64744806289673,190478,998960,900,336.6226317882538,99696.37999999523
urd_Arab,0.4938993387957731,68721.15400004387,230.0989212989807,233756,1392863,900,404.8254916667938,120194.3220000267
uzn_Latn,0.39659846265340315,91375.09599995613,306.24417757987976,353499,954354,900,1531.4367988109589,432027.5180000067
vie_Latn,0.3478118338112988,31619.225999951363,106.55123019218445,111501,672541,900,166.93226289749146,49119.393000006676
war_Latn,0.41882680828857943,73815.7120000124,247.3472080230713,266495,1082594,900,1396.3925969600677,392076.90000009537
wol_Latn,2.498152597581273,2451142.3619999886,8787.813155889511,1585318,1514696,900,13736.59943652153,3827686.9809999466
xho_Latn,0.3909707749127593,68066.83899998665,227.98322820663452,269035,968117,900,1424.7282528877258,399347.5799999237
yor_Latn,0.5601579957691284,163120.24899995327,546.8435373306274,658935,1462235,900,1986.6369016170502,577385.1330000162
zho_Hans,0.2885391414882361,29508.898000001907,99.53651642799377,129580,447353,900,141.5144658088684,41683.0949999094
zho_Hant,0.29904738549010124,37253.52900004387,125.49582743644714,154233,504521,900,178.98312377929688,52773.50599992275
zsm_Latn,0.3537972743558081,37928.483000040054,127.52001905441284,132327,769693,900,172.4147880077362,51086.07099997997
zul_Latn,0.4041247834424954,61115.79100000858,204.87573957443237,256198,1015396,900,1458.8346683979034,410722.4239999056
