language,steady_energy_per_token_J,steady_energy_J,steady_state_duration,total_output_tokens,total_input_tokens,completed,duration,whole_gpu_energy_J
fuv_Latn,0.8338823850972389,1124244.401000023,3949.0806591510773,2328764,1231107,900,8296.195357084274,2335993.5930000544
gaz_Latn,1.0045794798665977,2166940.222000003,7552.857257604599,3262589,1713972,900,12283.566517829895,3483863.82099998
grn_Latn,0.19760751980328772,54033.40499997139,183.94167804718018,1549563,1304480,900,5808.528901100159,1636952.2800000906
guj_Gujr,0.4113320229264833,179339.52799987793,600.957151889801,828412,3352804,900,1680.7049794197083,478844.78999996185
hat_Latn,0.21397645172324387,20417.84699988365,69.58926105499268,125086,823489,900,105.28533554077148,30290.976999998093
hau_Latn,0.1959395266211927,54372.04300022125,185.65413093566895,722262,987430,900,2039.3115248680115,569122.6909999847
heb_Hebr,0.27166615341233197,58752.424000024796,199.37161946296692,648661,1597248,900,2062.091999053955,574980.8059999943
hin_Deva,0.21541836353439378,50737.917999982834,172.19279193878174,296352,1099920,900,243.56073904037476,70814.3140001297
hrv_Latn,0.19024643010082573,49774.55400013924,169.40983152389526,682513,802581,900,1951.6509144306183,543035.9079999924
hun_Latn,0.2309572212619668,30087.951999902725,102.1602566242218,208182,952231,900,718.1920840740204,189736.41199994087
hye_Armn,0.9367388729114171,798982.990999937,2739.1649870872498,1750142,3554450,900,6067.804064273834,1748894.6519999504
ibo_Latn,0.22276165698798586,44224.64900016785,150.0479679107666,495831,1106252,900,1282.3032879829407,356357.9479999542
ilo_Latn,0.18669033582351294,72580.72200012207,248.6263017654419,619709,829136,900,1187.1807656288147,323780.617000103
ind_Latn,0.18064816162234815,30786.421000003815,105.20399165153503,211806,739150,900,149.0443572998047,42970.08999991417
isl_Latn,0.19611308786741816,53055.06200003624,181.4178705215454,602068,928267,900,1514.1092789173126,414081.1809999943
ita_Latn,0.19318585078037234,24950.33899998665,85.09726142883301,174372,742286,900,244.82283639907837,66182.85500001907
jav_Latn,0.18206737906225695,48592.50900006294,166.64207792282104,363440,821718,900,796.853166103363,210515.6100001335
jpn_Jpan,0.18214605386712251,35497.89800000191,121.58475041389465,260739,751673,900,728.0847337245941,189231.35700011253
kac_Latn,0.223688577584506,129674.72900009155,437.2875554561615,1103957,1033018,900,2450.3298785686493,681248.9260001183
kan_Knda,0.41236348514764415,171304.03900003433,573.6783068180084,784337,3899780,900,1579.6859917640686,447881.1789999008
kat_Geor,0.8621416242218566,847012.7630000114,2937.303478240967,1929399,4244143,900,5381.181351423264,1547988.2170000076
kaz_Cyrl,0.2614127299923833,128110.79800009727,430.83621549606323,1180454,1405467,900,3366.7928881645203,941916.9839999676
kea_Latn,0.1981050505929007,31932.355000019073,108.90854620933533,278097,729115,900,855.0809435844421,227442.507999897
khk_Cyrl,0.8066107243079618,1084485.6989998817,3850.9312279224396,1997822,1491799,900,6491.756968975067,1808571.0540001392
khm_Khmr,0.4488441078845781,148891.9139997959,498.75988245010376,654846,3541030,900,1440.1684329509735,408625.6549999714
kin_Latn,0.2106596812310335,44039.24900007248,148.82937788963318,490301,972140,900,1272.781182050705,358884.69999980927
kir_Cyrl,0.22168160601005052,84393.07899999619,284.5810046195984,659210,1176036,900,1380.2387554645538,392766.88800001144
kor_Hang,0.17528001172963606,37060.15400004387,126.28323364257812,400633,673138,900,1035.5218470096588,289395.46099996567
lao_Laoo,0.4669100473379378,218571.7990000248,731.2926366329193,983820,3679831,900,2179.479035139084,648720.0759999752
lin_Latn,0.1961165122209152,63067.14800000191,212.50988268852234,963570,788901,900,2882.292038679123,860715.3320000172
lit_Latn,0.2117628592260424,42989.13100004196,144.47924399375916,363411,957714,900,894.3984642028809,264689.83100008965
lug_Latn,0.20990984790529893,103178.24699997902,346.7184989452362,1073642,1011272,900,2540.841409444809,759180.2079999447
luo_Latn,0.1985027539542831,89918.76999998093,303.14282393455505,934130,780126,900,2144.9676382541656,620485.3170000315
lvs_Latn,0.19754389573386186,58778.39600002766,198.22923302650452,366959,899023,900,274.13276743888855,80404.25099992752
mal_Mlym,0.7492101762244369,579388.2039999962,1958.4646046161652,1638594,3792207,900,4724.104276418686,1381195.3770000935
mar_Deva,0.21825797030995656,63749.66100001335,215.46106338500977,456936,1147142,900,1019.1019237041473,285559.20999991894
mkd_Cyrl,0.9421038127256225,1501173.6519999504,5211.167056083679,2553216,988600,900,9181.72310256958,2625322.328999996
mlt_Latn,0.24410323008803458,30901.272000074387,104.23014736175537,192307,1113025,900,261.8066749572754,74389.45599997044
mri_Latn,0.211865626167935,48189.89600002766,162.58271431922913,492928,1105409,900,1264.2255833148956,360545.8020000458
mya_Mymr,0.914711064938318,1292093.40899992,4382.263436317444,2699622,4760582,900,8291.957976579666,2436485.8389999866
nld_Latn,0.18303005652774226,35325.35000002384,119.53623175621033,267977,703757,900,743.5171520709991,201977.4739999771
nob_Latn,0.184816317942491,39085.87900006771,132.40340185165405,398632,752003,900,1037.5689928531647,292548.3940000534
npi_Deva,0.21434142151660032,79731.36500000954,268.80879259109497,815275,1141440,900,2062.3222572803497,588656.4730000496
nso_Latn,0.19369253299311984,79092.99000000954,267.44670367240906,711897,987629,900,1400.8908233642578,401241.96099996567
nya_Latn,0.20976237959090838,97861.28200006485,329.448365688324,777374,911294,900,1463.4653186798096,419342.52499997616
ory_Orya,1.002162871890405,971939.6439999342,3296.0591144561768,1788211,5248295,900,6185.719320774078,1807162.074000001
pan_Guru,0.3965504256160634,150471.05900001526,503.6118001937866,711118,3244967,900,1443.124234676361,415742.6410000324
pbt_Arab,0.2297859160332973,55077.61599993706,185.19493508338928,675045,1386281,900,1992.0183515548706,569299.0550000668
pes_Arab,0.20292644499241116,22385.22200000286,75.45748472213745,189492,696500,900,779.5609414577484,211851.28199994564
plt_Latn,0.21163575333452045,88458.45399999619,297.9494822025299,1068471,962774,900,3001.9166090488434,862057.9440000057
pol_Latn,0.2059957677966201,35190.875,118.86819291114807,287202,857550,900,854.3645691871643,234864.0640000105
por_Latn,0.18029881391279645,27924.5,94.47372221946716,193462,712465,900,138.24803113937378,40297.045000076294
ron_Latn,0.194440450536453,39791.266000032425,134.31834363937378,264301,871408,900,259.9213321208954,74377.70899999142
rus_Cyrl,0.18782178919998094,33369.546000003815,112.68551135063171,252033,687662,900,807.2763018608093,220268.95899999142
shn_Mymr,1.1790525040411732,2817696.137000084,9428.522889852524,5098419,9495843,900,20201.54452419281,6026075.850000024
sin_Sinh,0.9660009072033021,914673.4149999619,3134.571529150009,1805524,3546723,900,6243.174997091293,1804323.355000019
slk_Latn,0.19998244967966713,38013.06400001049,128.6210651397705,320941,843099,900,887.0649118423462,244915.9049999714
slv_Latn,0.19872979722591655,34615.550999999046,116.9995424747467,454287,813664,900,1349.9169704914093,377658.87299990654
sna_Latn,0.20157329032048119,86353.79600000381,291.3523635864258,1093531,933358,900,3069.3970515727997,882413.8950001001
snd_Arab,0.7631985835269023,707339.3159999847,2427.6935267448425,1942912,1313703,900,7267.494250535965,2125823.086999893
som_Latn,0.22051545748693663,39595.09399998188,133.38881731033325,304031,984685,900,863.2096710205078,243430.1139999628
sot_Latn,0.19638267453055896,69489.81299996376,234.16744661331177,640524,927997,900,1359.0524151325226,398621.1019999981
spa_Latn,0.18859359281416424,25196.103999972343,84.90782928466797,174123,692914,900,152.66179895401,44451.45899999142
srp_Cyrl,0.7517867436705833,811757.5239999294,2732.9994099140167,1750918,950679,900,5491.965827703476,1616076.8960000277
ssw_Latn,0.20053073025268714,82988.2389999628,279.6068468093872,834600,926385,900,1885.5513620376587,550371.7670000792
sun_Latn,0.1813530366227319,71308.01400005817,240.8492555618286,519168,907570,900,911.0760262012482,257471.3710000515
swe_Latn,0.18168457922113035,38877.59300005436,131.32766580581665,320967,768566,900,774.4330787658691,216273.78299999237
swh_Latn,0.18733803167125254,54240.916999936104,183.05667066574097,400198,852825,900,825.4393939971924,231647.30800008774
tam_Taml,0.4092557906199194,210065.67699992657,703.0634281635284,1008364,3270494,900,1941.282054901123,570581.9479999542
tel_Telu,0.4291151539801013,246884.5379999876,826.4612650871277,1232660,3492744,900,2493.85448718071,733730.2760000229
tgk_Cyrl,0.2371043735382062,97828.07899999619,328.72943329811096,1239745,1315443,900,3755.5305831432343,1112563.8059999943
tgl_Latn,0.2215969021017267,34034.625,114.69506478309631,260457,922867,900,821.0304825305939,234716.99300003052
tha_Thai,0.3374603684952013,14798.986999988556,49.692262411117554,89498,1727118,900,256.1531238555908,73269.4470000267
tir_Ethi,0.41728338798150255,317649.46799993515,1063.4569902420044,1486165,3174803,900,2578.351639032364,757031.9169999361
tsn_Latn,0.20102123382931253,80507.59700000286,271.7952010631561,607803,955440,900,1136.9782197475433,324865.21700000763
tso_Latn,0.693682161854969,878936.9199999571,2998.33584856987,2007200,1034121,900,5813.076276302338,1685553.7790000439
tur_Latn,0.1749586638913584,43709.922999978065,148.05831384658813,346543,620196,900,783.8150951862335,215258.39100003242
ukr_Cyrl,0.18535456828238375,37719.84000003338,127.7125678062439,689377,664090,900,2061.1450951099396,596298.3450000286
urd_Arab,0.24332953312633068,91286.29100000858,306.6449511051178,759003,1394516,900,1802.0862135887146,526746.01699996
uzn_Latn,0.19329972489708674,61832.71600008011,208.72715163230896,421551,934931,900,819.2342495918274,230906.14600002766
vie_Latn,0.1812440830715325,29000.322000026703,97.9949038028717,198592,642586,900,144.66776418685913,42083.00899994373
war_Latn,0.1841075730165908,78568.27499997616,265.2319462299347,773593,1076479,900,1678.0410215854645,481132.7089999914
wol_Latn,0.9227029452904908,1503340.5319999456,5228.557407855988,2536821,1510094,900,9098.76911354065,2585292.577000022
xho_Latn,0.20288393577363228,58351.042999982834,196.8459813594818,648715,961719,900,1638.7927203178406,467424.689999938
yor_Latn,0.2404971754976151,76248.90799999237,256.23238825798035,678180,1412847,900,1651.0581800937653,482010.0800000429
zho_Hans,0.20644552397344051,13705.299000024796,46.271687746047974,86864,558340,900,72.02875471115112,20904.271999955177
zho_Hant,0.20148902817703368,17326.646000027657,58.59337043762207,110645,581606,900,85.16224241256714,24936.47099995613
zsm_Latn,0.18912766133678702,27404.4090000391,92.49724078178406,203724,758436,900,712.1027054786682,192948.3029999733
zul_Latn,0.1936123898542289,73761.09299993515,249.27113389968872,689544,1007209,900,1468.7925655841827,416073.05400002
