language,steady_energy_per_token_J,steady_energy_J,steady_state_duration,total_output_tokens,total_input_tokens,completed,duration,whole_gpu_energy_J
hun_Latn,0.23499357095300927,40243.58899998665,137.24879550933838,226035,963545,900,1869.7364568710327,537230.2759999037
hye_Armn,0.3756686063773707,139185.9700000286,466.35842299461365,648823,2234765,900,1318.2465028762817,368733.9819998741
ibo_Latn,0.253796789576885,136668.55599999428,460.8062753677368,903176,1113923,900,2024.260907649994,587542.7279999256
ilo_Latn,0.20529782353083773,71414.28499996662,243.38830876350403,481040,831694,900,1011.7139899730682,284898.621999979
ind_Latn,0.20534300921780582,34103.982999920845,116.70700263977051,205136,741405,900,158.20911765098572,45988.5
isl_Latn,0.24919346771651102,34577.33799993992,117.12860703468323,170404,931928,900,170.8261866569519,49750.78399991989
ita_Latn,0.21975655253225654,23644.047000050545,80.61063075065613,134282,742927,900,111.83150553703308,32551.204999923706
jav_Latn,0.2050094211724225,47481.41200006008,162.76938605308533,288056,829436,900,219.80652856826782,63885.87600004673
jpn_Jpan,0.21563882527782857,23070.550999999046,78.39593768119812,134808,755050,900,117.0070059299469,33877.295000076294
kac_Latn,0.8699840032662342,1125118.992000103,3842.9028663635254,2039901,1044016,900,7241.547758817673,2102531.865999937
kan_Knda,0.4382832309471035,147469.59700000286,493.77542901039124,651097,3109655,900,1338.24458694458,387788.0579999685
kat_Geor,0.3991587269540984,98854.85199999809,331.2349383831024,404906,2344949,900,552.3694431781769,163721.74500000477
kaz_Cyrl,0.2780634799971796,98031.83599996567,329.9798483848572,434691,1352729,900,431.7647910118103,127308.6780000925
kea_Latn,0.21289215253291113,35674.33799993992,120.8535315990448,212365,740981,900,178.2741403579712,51732.358999967575
khk_Cyrl,0.6879940509289055,911879.0110000372,3109.061277627945,2167592,1437326,900,6603.877264738083,1919161.9959999323
khm_Khmr,0.45174012327108987,85678.38699996471,286.9431381225586,265693,2709571,900,452.32063698768616,133883.78299999237
kin_Latn,0.20897712202392968,94577.82099997997,321.83524465560913,793885,975328,900,1870.1257758140564,536743.135999918
kir_Cyrl,0.2610383016312668,133859.91899991035,450.6739573478699,932787,1122436,900,2264.7436423301697,655996.2159999609
kor_Hang,0.2111593706318292,31121.93499994278,105.943852186203,205321,761739,900,755.7332956790924,207277.40299999714
lao_Laoo,0.3778463575612357,164362.03200006485,550.5843214988708,766017,2504334,900,1398.742811203003,404412.9689999819
lin_Latn,0.21471650348072688,93179.01800000668,315.21931624412537,707641,779279,900,1473.0579540729523,425589.4579999447
lit_Latn,0.22767378915246983,45902.450999975204,155.62687230110168,242789,936575,900,203.22917556762695,59537.830999970436
lug_Latn,0.2428101050078385,128217.08999991417,432.19657349586487,952631,1020426,900,2245.8710589408875,651375.2089999914
luo_Latn,0.2018254918974517,86060.40799999237,295.45590591430664,545023,781900,900,935.5553917884827,262826.29400002956
lvs_Latn,0.24447201796947698,196126.942999959,660.4504327774048,976567,897310,900,828.9022357463837,245394.1029999256
mal_Mlym,0.42219604581216863,156079.12300002575,522.7198376655579,709813,3130421,900,1462.5675129890442,423920.46400010586
mar_Deva,0.32155137966865743,125889.61599993706,422.45734906196594,509219,1863570,900,583.7348899841309,173235.89599990845
mkd_Cyrl,0.23562065874075233,43365.510999917984,147.45072078704834,224802,1050619,900,191.47970843315125,56046.14599990845
mlt_Latn,0.2503593881717197,119093.20700001717,401.95418095588684,1476757,1036654,900,5401.506908655167,1582926.5
mri_Latn,0.2652018002172545,178518.20500004292,599.842440366745,1279164,1113036,900,3277.9516022205353,960278.3779999018
mya_Mymr,0.5205032425802258,426424.88400006294,1428.4258682727814,1701360,3712348,900,3039.9737334251404,904858.128000021
nld_Latn,0.2156668913181392,32000.22200000286,108.73811197280884,179671,705927,900,142.72944045066833,41762.074000000954
nob_Latn,0.21799998468121048,28461.424000024796,97.0231683254242,161973,756750,900,136.727557182312,39771.24700009823
npi_Deva,0.35342409056799384,100711.02200007439,337.90416193008423,405427,1948249,900,1036.7602574825287,294851.78599989414
nso_Latn,0.24517839788845533,140069.43800008297,471.69065380096436,859381,1010127,900,1625.3183183670044,474421.6560000181
nya_Latn,0.24476135361049856,138154.56700003147,465.46323013305664,757335,919997,900,1333.392008304596,382606.2910000086
ory_Orya,0.5311377371540443,231913.85699999332,776.3146631717682,909167,4243162,900,2018.8697180747986,593889.5069999695
pan_Guru,0.4551629437654356,135056.85899996758,452.2024576663971,556197,3049918,900,863.103996515274,256432.98199999332
pbt_Arab,0.7740754753381828,814521.6930000782,2774.5807950496674,1692330,1395003,900,5616.24275970459,1632454.4950000048
pes_Arab,0.24651996953807023,69920.95200002193,238.58304452896118,352317,1172364,900,313.9242663383484,91587.43400001526
plt_Latn,0.2328503680862093,103145.02900004387,349.0149943828583,627057,966996,900,1189.3024973869324,337510.5160000324
pol_Latn,0.22768040093120961,30983.4319999218,105.4205117225647,170627,804842,900,148.80123805999756,43297.4129999876
por_Latn,0.21985998672257692,21194.06300008297,72.07421660423279,119239,709783,900,97.51308846473694,28471.962000012398
ron_Latn,0.23543938313587218,26747.56199991703,91.01355242729187,155183,877554,900,728.6833410263062,199612.83899998665
rus_Cyrl,0.23862473954033947,27599.575999975204,93.64674234390259,140215,764489,900,124.47715330123901,36423.93499994278
shn_Mymr,1.0801782561563542,932653.9910000563,3172.663464784622,2053185,6870434,900,8054.932830572128,2322619.3430000544
sin_Sinh,0.4151154989497498,155143.19099998474,519.9418623447418,848768,2853178,900,2018.3999288082123,570124.55400002
slk_Latn,0.22987648003433417,33781.72799992561,115.52926468849182,183697,928768,900,161.18213367462158,46411.360999941826
slv_Latn,0.22572739652387536,30665.74399995804,104.67473554611206,167033,846607,900,140.17036628723145,40588.546000003815
sna_Latn,0.24186454717182895,143662.2200000286,485.5445809364319,1044759,960527,900,2452.9850499629974,684616.824000001
snd_Arab,0.25118282063177416,82869.9850000143,281.337233543396,1233480,1322326,900,4663.773275613785,1298456.1770000458
som_Latn,0.2056028094813649,91169.83699989319,312.8234438896179,552162,994118,900,950.403267621994,255538.91600000858
sot_Latn,0.23190664809030673,123008.62000000477,416.4860737323761,767384,949701,900,1455.0922348499298,403376.2730000019
spa_Latn,0.21621964011693806,20571.569000005722,70.5846779346466,117317,686960,900,94.34758186340332,27200.955000042915
srp_Cyrl,0.2288272226942578,42284.296000003815,144.77394485473633,230428,1028019,900,207.5305871963501,59486.49199998379
ssw_Latn,0.24942579711355758,156127.08000004292,526.5688288211823,1470658,930611,900,4629.814625501633,1290989.8079999685
sun_Latn,0.2142080488449269,45679.43800008297,156.2043731212616,262379,909120,900,203.13573360443115,58923.28199994564
swe_Latn,0.21648793849787815,24105.06599998474,82.40133690834045,135075,768566,900,110.49453258514404,31645.794999957085
swh_Latn,0.2065574235695724,100230.95700001717,342.6098756790161,624376,863315,900,1082.5710265636444,292385.3480000496
tam_Taml,0.38888866945819134,145522.52899992466,487.5532639026642,655481,2616526,900,963.7006113529205,280601.33499991894
tel_Telu,0.40047010735633576,183605.1320000887,614.9960582256317,825496,3017244,900,1156.4016625881195,341499.0530000925
tgk_Cyrl,0.2691661656968033,78623.43700003624,265.3885147571564,670596,1309420,900,2109.819594144821,585672.7120000124
tgl_Latn,0.22592419658320037,39502.167999982834,134.75269412994385,237998,939537,900,787.3617115020752,206872.87200009823
tha_Thai,0.23800426099549052,56024.06099998951,191.29269528388977,299001,2300656,900,255.90199851989746,74371.87300002575
tir_Ethi,0.9342401355699489,1685588.7510000467,6005.916012763977,2710271,1753596,900,10066.684841394424,2806978.334999919
tsn_Latn,0.23672561607545994,143218.7610000372,483.7596290111542,1052600,959068,900,2456.3309078216553,687323.685000062
tso_Latn,0.6846156742042628,802519.5010000467,2824.2510051727295,1847885,1043841,900,5585.310619592667,1563481.0579999685
tur_Latn,0.2244838161473184,25626.398999929428,87.70109438896179,158637,709616,900,730.3417575359344,190403.1740000248
ukr_Cyrl,0.2547949532756636,40571.50999999046,138.050372838974,206381,998960,900,201.5786533355713,58254.169999957085
urd_Arab,0.2722199866457851,55038.797999978065,186.64750003814697,254004,1392863,900,250.22826647758484,73034.50300002098
uzn_Latn,0.2088771057813349,86904.78200006485,297.1689944267273,565589,954354,900,1083.723137140274,294835.2509999275
vie_Latn,0.21375798179956468,23466.56499993801,80.31255412101746,133392,672541,900,108.63398432731628,31225.741000056267
war_Latn,0.20733482046745907,69337.74000000954,237.22952914237976,476329,1082594,900,1049.3839905261993,282554.61500000954
wol_Latn,1.28229467926841,5381908.74000001,19291.831512212753,4498661,1205634,716,21600.68505501747,6026423.589999914
xho_Latn,0.20516249590751756,93372.11899995804,320.19283843040466,748658,968117,900,1672.4253997802734,459659.29400002956
yor_Latn,0.28365008331338826,189466.62599992752,636.5692162513733,1141751,1462235,900,2610.60676074028,735523.8470000029
zho_Hans,0.19948373175075187,17749.46399998665,60.94968390464783,113264,447353,900,83.96326279640198,24154.93900001049
zho_Hant,0.19840047976490593,22413.699000000954,76.83974552154541,157373,504521,900,720.3388748168945,187122.2990000248
zsm_Latn,0.20918202988155252,31529.58899998665,107.93490529060364,190457,769693,900,149.4341106414795,43129.763000011444
zul_Latn,0.2325823858327401,119461.75600004196,404.0009825229645,1227398,1015396,900,3771.737420320511,1038242.8260000944
